import_importtariff_&_tax_item,import_rate,import_applicable_country,import_note,hs10digit,conventional_fta_conventional_duty,conventional_rate,conventional_fta_code,conventional_applicable_country,export_exporttariff_&_tax_item,export_rate,export_applicable_rate,export_applicable_country,export_importtariff_&_tax_item,export_note
MFN Duty,7.0%,Most-favored Nation,,0307920090,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0307920090,,,,,,,,,,
FTA Conventional Duty,00%~7.0%,FTA Conventional Duty Search,,0307920090,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0307920090,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0307920090,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0307920090,,,,,,,,,,
China additional retaliatory tariff on USA,5.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由10%调整为5%）,0307920090,,,,,,,,,,
,,,,0307920090,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0307920090,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0307920090,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0307920090,Korea,7.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0307920090,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0307920090,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0307920090,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0307920090,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0307920090,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0307920090,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0307920090,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0307920090,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0307920090,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0307920090,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0307920090,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0307920090,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0307920090,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0307920090,MFN Duty,7.0%,,Most-favored Nation,,,,,,
,,,,0307920090,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0307920090,,,,,,4.9%,,,Import Duty,"If Goods CIF value exceed ￥5,000 RMB (About $700 USD),then can't be imported via Cross-border e-Commerce way, need via the General trade way;"
,,,,0307920090,,,,,,0.0%,,,Import Consumption Tax,
,,,,0307920090,,,,,,6.3%,,,Import VAT,
,,,,0307920090,,,,,,,,,,
General Duty,70.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0307990010,,,,,,,,,,
MFN Duty,7.0%,Most-favored Nation,,0307990010,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0307990010,,,,,,,,,,
FTA Conventional Duty,00%~7.0%,FTA Conventional Duty Search,,0307990010,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0307990010,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0307990010,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0307990010,,,,,,,,,,
China additional retaliatory tariff on USA,5.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由10%调整为5%）,0307990010,,,,,,,,,,
,,,,0307990010,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0307990010,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0307990010,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0307990010,Korea,7.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0307990010,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0307990010,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0307990010,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0307990010,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0307990010,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0307990010,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0307990010,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0307990010,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0307990010,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0307990010,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0307990010,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0307990010,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0307990010,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0307990010,MFN Duty,7.0%,,Most-favored Nation,,,,,,
,,,,0307990010,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0307990010,,,,,,4.9%,,,Import Duty,"If Goods CIF value exceed ￥5,000 RMB (About $700 USD),then can't be imported via Cross-border e-Commerce way, need via the General trade way;"
,,,,0307990010,,,,,,0.0%,,,Import Consumption Tax,
,,,,0307990010,,,,,,6.3%,,,Import VAT,
,,,,0307990010,,,,,,,,,,
General Duty,70.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0307990020,,,,,,,,,,
MFN Duty,7.0%,Most-favored Nation,,0307990020,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0307990020,,,,,,,,,,
FTA Conventional Duty,00%~7.0%,FTA Conventional Duty Search,,0307990020,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0307990020,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0307990020,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0307990020,,,,,,,,,,
China additional retaliatory tariff on USA,5.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由10%调整为5%）,0307990020,,,,,,,,,,
,,,,0307990020,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0307990020,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0307990020,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0307990020,Korea,7.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0307990020,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0307990020,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0307990020,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0307990020,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0307990020,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0307990020,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0307990020,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0307990020,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0307990020,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0307990020,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0307990020,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0307990020,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0307990020,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0307990020,MFN Duty,7.0%,,Most-favored Nation,,,,,,
,,,,0307990020,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0307990020,,,,,,4.9%,,,Import Duty,"If Goods CIF value exceed ￥5,000 RMB (About $700 USD),then can't be imported via Cross-border e-Commerce way, need via the General trade way;"
,,,,0307990020,,,,,,0.0%,,,Import Consumption Tax,
,,,,0307990020,,,,,,6.3%,,,Import VAT,
,,,,0307990020,,,,,,,,,,
General Duty,70.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0307990090,,,,,,,,,,
MFN Duty,7.0%,Most-favored Nation,,0307990090,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0307990090,,,,,,,,,,
FTA Conventional Duty,00%~7.0%,FTA Conventional Duty Search,,0307990090,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0307990090,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0307990090,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0307990090,,,,,,,,,,
China additional retaliatory tariff on USA,5.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由10%调整为5%）,0307990090,,,,,,,,,,
,,,,0307990090,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0307990090,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0307990090,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0307990090,Korea,7.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0307990090,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0307990090,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0307990090,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0307990090,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0307990090,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0307990090,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0307990090,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0307990090,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0307990090,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0307990090,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0307990090,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0307990090,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0307990090,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0307990090,MFN Duty,7.0%,,Most-favored Nation,,,,,,
,,,,0307990090,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0307990090,,,,,,4.9%,,,Import Duty,"If Goods CIF value exceed ￥5,000 RMB (About $700 USD),then can't be imported via Cross-border e-Commerce way, need via the General trade way;"
,,,,0307990090,,,,,,0.0%,,,Import Consumption Tax,
,,,,0307990090,,,,,,6.3%,,,Import VAT,
,,,,0307990090,,,,,,,,,,
General Duty,0.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0308111010,,,,,,,,,,
MFN Duty,0.0%,Most-favored Nation,,0308111010,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0308111010,,,,,,,,,,
FTA Conventional Duty,00%~0.0%,FTA Conventional Duty Search,,0308111010,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0308111010,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0308111010,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0308111010,,,,,,,,,,
China additional retaliatory tariff on USA,0.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",-,0308111010,,,,,,,,,,
,,,,0308111010,Association of Southeast Asian Nations,,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0308111010,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0308111010,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0308111010,Korea,,KR,Free Trade Area Nation with China,,,,,,
,,,,0308111010,Australia,,AU,Free Trade Area Nation with China,,,,,,
,,,,0308111010,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0308111010,Switzerland,,CH,Free Trade Area Nation with China,,,,,,
,,,,0308111010,Iceland,,IS,Free Trade Area Nation with China,,,,,,
,,,,0308111010,Costa Rica,,CR,Free Trade Area Nation with China,,,,,,
,,,,0308111010,Peru,,PE,Free Trade Area Nation with China,,,,,,
,,,,0308111010,Chile,,CL,Free Trade Area Nation with China,,,,,,
,,,,0308111010,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0308111010,Georgia,,GE,Free Trade Area Nation with China,,,,,,
,,,,0308111010,Hong Kong,,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308111010,Macao,,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308111010,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0308111010,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0308111010,MFN Duty,0.0%,,Most-favored Nation,,,,,,
,,,,0308111010,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0308111010,,,,,Export Duty,0.0%,,China,,
,,,,0308111010,,,,,Interim Export Duty,,or.,China,,
,,,,0308111010,,,,,Export VAT,9.0%,,China,,
,,,,0308111010,,,,,Export VAT Rebate,9.0%,,China,,
,,,,0308111010,,,,,,,,,,
General Duty,0.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0308111090,,,,,,,,,,
MFN Duty,0.0%,Most-favored Nation,,0308111090,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0308111090,,,,,,,,,,
FTA Conventional Duty,00%~0.0%,FTA Conventional Duty Search,,0308111090,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0308111090,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0308111090,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0308111090,,,,,,,,,,
China additional retaliatory tariff on USA,0.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",-,0308111090,,,,,,,,,,
,,,,0308111090,Association of Southeast Asian Nations,,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0308111090,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0308111090,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0308111090,Korea,,KR,Free Trade Area Nation with China,,,,,,
,,,,0308111090,Australia,,AU,Free Trade Area Nation with China,,,,,,
,,,,0308111090,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0308111090,Switzerland,,CH,Free Trade Area Nation with China,,,,,,
,,,,0308111090,Iceland,,IS,Free Trade Area Nation with China,,,,,,
,,,,0308111090,Costa Rica,,CR,Free Trade Area Nation with China,,,,,,
,,,,0308111090,Peru,,PE,Free Trade Area Nation with China,,,,,,
,,,,0308111090,Chile,,CL,Free Trade Area Nation with China,,,,,,
,,,,0308111090,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0308111090,Georgia,,GE,Free Trade Area Nation with China,,,,,,
,,,,0308111090,Hong Kong,,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308111090,Macao,,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308111090,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0308111090,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0308111090,MFN Duty,0.0%,,Most-favored Nation,,,,,,
,,,,0308111090,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0308111090,,,,,Export Duty,0.0%,,China,,
,,,,0308111090,,,,,Interim Export Duty,,or.,China,,
,,,,0308111090,,,,,Export VAT,9.0%,,China,,
,,,,0308111090,,,,,Export VAT Rebate,9.0%,,China,,
,,,,0308111090,,,,,,,,,,
General Duty,70.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0308119010,,,,,,,,,,
MFN Duty,10.0%,Most-favored Nation,,0308119010,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0308119010,,,,,,,,,,
FTA Conventional Duty,00%~10.0%,FTA Conventional Duty Search,,0308119010,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0308119010,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0308119010,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0308119010,,,,,,,,,,
China additional retaliatory tariff on USA,5.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由10%调整为5%）,0308119010,,,,,,,,,,
,,,,0308119010,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0308119010,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0308119010,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0308119010,Korea,5.6%,KR,Free Trade Area Nation with China,,,,,,
,,,,0308119010,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0308119010,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0308119010,Switzerland,4.2%,CH,Free Trade Area Nation with China,,,,,,
,,,,0308119010,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0308119010,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0308119010,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0308119010,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0308119010,Pakistan,11.2%,PK,Free Trade Area Nation with China,,,,,,
,,,,0308119010,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0308119010,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308119010,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308119010,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0308119010,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0308119010,MFN Duty,10.0%,,Most-favored Nation,,,,,,
,,,,0308119010,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0308119010,,,,,Export Duty,0.0%,,China,,
,,,,0308119010,,,,,Interim Export Duty,,or.,China,,
,,,,0308119010,,,,,Export VAT,9.0%,,China,,
,,,,0308119010,,,,,Export VAT Rebate,9.0%,,China,,
,,,,0308119010,,,,,,,,,,
General Duty,70.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0308119020,,,,,,,,,,
MFN Duty,10.0%,Most-favored Nation,,0308119020,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0308119020,,,,,,,,,,
FTA Conventional Duty,00%~10.0%,FTA Conventional Duty Search,,0308119020,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0308119020,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0308119020,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0308119020,,,,,,,,,,
China additional retaliatory tariff on USA,5.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由10%调整为5%）,0308119020,,,,,,,,,,
,,,,0308119020,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0308119020,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0308119020,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0308119020,Korea,5.6%,KR,Free Trade Area Nation with China,,,,,,
,,,,0308119020,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0308119020,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0308119020,Switzerland,4.2%,CH,Free Trade Area Nation with China,,,,,,
,,,,0308119020,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0308119020,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0308119020,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0308119020,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0308119020,Pakistan,11.2%,PK,Free Trade Area Nation with China,,,,,,
,,,,0308119020,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0308119020,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308119020,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308119020,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0308119020,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0308119020,MFN Duty,10.0%,,Most-favored Nation,,,,,,
,,,,0308119020,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0308119020,,,,,Export Duty,0.0%,,China,,
,,,,0308119020,,,,,Interim Export Duty,,or.,China,,
,,,,0308119020,,,,,Export VAT,9.0%,,China,,
,,,,0308119020,,,,,Export VAT Rebate,9.0%,,China,,
,,,,0308119020,,,,,,,,,,
General Duty,70.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0308119090,,,,,,,,,,
MFN Duty,10.0%,Most-favored Nation,,0308119090,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0308119090,,,,,,,,,,
FTA Conventional Duty,00%~10.0%,FTA Conventional Duty Search,,0308119090,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0308119090,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0308119090,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0308119090,,,,,,,,,,
China additional retaliatory tariff on USA,5.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由10%调整为5%）,0308119090,,,,,,,,,,
,,,,0308119090,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0308119090,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0308119090,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0308119090,Korea,5.6%,KR,Free Trade Area Nation with China,,,,,,
,,,,0308119090,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0308119090,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0308119090,Switzerland,4.2%,CH,Free Trade Area Nation with China,,,,,,
,,,,0308119090,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0308119090,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0308119090,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0308119090,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0308119090,Pakistan,11.2%,PK,Free Trade Area Nation with China,,,,,,
,,,,0308119090,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0308119090,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308119090,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308119090,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0308119090,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0308119090,MFN Duty,10.0%,,Most-favored Nation,,,,,,
,,,,0308119090,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0308119090,,,,,Export Duty,0.0%,,China,,
,,,,0308119090,,,,,Interim Export Duty,,or.,China,,
,,,,0308119090,,,,,Export VAT,9.0%,,China,,
,,,,0308119090,,,,,Export VAT Rebate,9.0%,,China,,
,,,,0308119090,,,,,,,,,,
General Duty,80.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0308120010,,,,,,,,,,
MFN Duty,10.0%,Most-favored Nation,,0308120010,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0308120010,,,,,,,,,,
FTA Conventional Duty,00%~10.0%,FTA Conventional Duty Search,,0308120010,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0308120010,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0308120010,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0308120010,,,,,,,,,,
China additional retaliatory tariff on USA,5.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由10%调整为5%）,0308120010,,,,,,,,,,
,,,,0308120010,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0308120010,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0308120010,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0308120010,Korea,4.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0308120010,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
